Repository,PR #,Title,State,Created At,Merged At,Closed At,Additions,Deletions,Net Lines,URL
dataverse-vintedgo-dbt,1947,fix: account code 0000Y50555 for UPS-PT,MERGED,2024-06-20,2024-06-21,2024-06-21,3,1,2,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1947
dataverse-vintedgo-looker,492,chore: remove zero values from the uncategorised rows,MERGED,2024-06-20,2024-06-24,2024-06-24,57,8,49,https://github.com/vinted/dataverse-vintedgo-looker/pull/492
dataverse-vintedgo-finance,14,chore: add back black,MERGED,2024-06-19,2024-06-20,2024-06-20,270,218,52,https://github.com/vinted/dataverse-vintedgo-finance/pull/14
dataverse-vintedgo-finance,13,fix: accommodate balance statement file formats,MERGED,2024-06-19,2024-06-19,2024-06-19,45,34,11,https://github.com/vinted/dataverse-vintedgo-finance/pull/13
dataverse-vintedgo-dbt,1928,chore: safe_casting to avoid database errors,MERGED,2024-06-19,2024-06-19,2024-06-19,11,7,4,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1928
dataverse-vintedgo-dbt,1926,feat: update poetry lock with dataverse-lookml-generator,MERGED,2024-06-19,2024-06-19,2024-06-19,421,323,98,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1926
dataverse-vintedgo-looker,470,fix: remove `sorting_center_city` from dashboards,MERGED,2024-06-19,2024-06-19,2024-06-19,0,4,-4,https://github.com/vinted/dataverse-vintedgo-looker/pull/470
dataverse-vintedgo-dbt,1924,fix: missing field sorting center city in dashboards,CLOSED,2024-06-19,,2024-06-19,16,2,14,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1924
dataverse-vintedgo-dbt,1920,fix: relabelling_invoice_carrier_code for depo,MERGED,2024-06-18,2024-06-19,2024-06-19,11,3,8,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1920
dataverse-vintedgo-looker,463,feat: add illegitimate cost measures to cost and revenue table,MERGED,2024-06-18,2024-06-19,2024-06-19,918,339,579,https://github.com/vinted/dataverse-vintedgo-looker/pull/463
dataverse-vintedgo-dbt,1913,fix: schema mismatch `mart_prep_vcarrier_locker_occupancy_history`,MERGED,2024-06-18,2024-06-18,2024-06-18,0,11,-11,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1913
dataverse-vintedgo-dbt,1900,Materialise as table,MERGED,2024-06-14,2024-06-14,2024-06-14,2,1,1,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1900
dataverse-vintedgo-dbt,1898,fix: reinstate freshness test,MERGED,2024-06-14,2024-07-12,2024-07-12,8,8,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1898
dataverse-vintedgo-looker,443,feat: add links to mart_exposed_looker_tables,MERGED,2024-06-13,2024-06-18,2024-06-18,8,1,7,https://github.com/vinted/dataverse-vintedgo-looker/pull/443
dataverse-vintedgo-dbt,1892,fix: schema mismatch mart_historic_shipment_legs_revenue_recognition,MERGED,2024-06-13,2024-06-13,2024-06-13,145,8,137,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1892
dataverse-vintedgo-looker,436,chore: add custom content so field will not be removed,MERGED,2024-06-13,2024-06-13,2024-06-13,4,0,4,https://github.com/vinted/dataverse-vintedgo-looker/pull/436
dataverse-vintedgo-dbt,1884,fix: d2c dag,MERGED,2024-06-13,2024-06-13,2024-06-13,8,0,8,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1884
dataverse-vintedgo-looker,427,feat: add measures for new dimensions in mart_carrier_invoices_totals,MERGED,2024-06-12,2024-06-12,2024-06-12,362,165,197,https://github.com/vinted/dataverse-vintedgo-looker/pull/427
dataverse-vintedgo-dbt,1869,fix: typo in uri,MERGED,2024-06-12,2024-06-12,2024-06-12,1,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1869
dataverse-vintedgo-dbt,1867,feat: migrate `VshipCheckoutFinancialActionsReport`,MERGED,2024-06-11,2024-06-12,2024-06-12,576,103,473,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1867
dataverse-vintedgo-dbt,1860,feat: migrate `VshipCheckoutBalanceStatementReport`,MERGED,2024-06-11,2024-06-12,2024-06-12,408,48,360,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1860
dataverse-vintedgo-looker,412,fix: replace instances of uncategorised rows,MERGED,2024-06-10,2024-06-10,2024-06-10,13,13,0,https://github.com/vinted/dataverse-vintedgo-looker/pull/412
dataverse-vintedgo-dbt,1850,feat: migrate VshipFinanceRetailInvoiceLines,MERGED,2024-06-10,2024-06-11,2024-06-11,274,39,235,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1850
dataverse-vintedgo-finance,12,chore: correct repository for dag run,MERGED,2024-06-10,2024-06-10,2024-06-10,1,1,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/12
dataverse-vintedgo-finance,11,fix: update bucket names for checkout docker,MERGED,2024-06-10,2024-06-10,2024-06-10,3,3,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/11
dataverse-vintedgo-finance,10,fix: adding versions to checkout api dag,MERGED,2024-06-10,2024-06-10,2024-06-10,2,2,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/10
dataverse-vintedgo-dbt,1840,chore: changes to align with looker definition for mart_invoice_totals_verification,MERGED,2024-06-07,2024-06-07,2024-06-07,12,0,12,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1840
dataverse-vintedgo-dbt,1839,chore: changes to align with looker PR for _union_unmatched_price_list_test_failures,MERGED,2024-06-07,2024-06-07,2024-06-07,7,0,7,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1839
dataverse-vintedgo-looker,398,feat: labelers for looker repo,MERGED,2024-06-07,2024-06-10,2024-06-10,81,3,78,https://github.com/vinted/dataverse-vintedgo-looker/pull/398
dataverse-vintedgo-dbt,1833,fix: there are US dates formats for DAO-DK invoices for uploads in 2024-06-06,CLOSED,2024-06-07,,2024-06-07,14,5,9,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1833
warehouse-jobs,14718,feat: backfill old data sources checkout api (attempt 2),CLOSED,2024-06-06,,2024-10-17,182,0,182,https://github.com/vinted/warehouse-jobs/pull/14718
dataverse-vintedgo-dbt,1826,chore: hide fields to make it consistent with looker for agg_invoice_rows_exceptions_by_date,MERGED,2024-06-06,2024-06-06,2024-06-06,6,0,6,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1826
warehouse-jobs,14708,feat: add pk for invoices in marketplace shipping refunds bq,MERGED,2024-06-05,2024-06-05,2024-06-05,31,22,9,https://github.com/vinted/warehouse-jobs/pull/14708
dataverse-vintedgo-looker,385,feat: add measures in lookml for mart_unmatched_invoice_rows,MERGED,2024-06-05,2024-06-10,2024-06-10,45,21,24,https://github.com/vinted/dataverse-vintedgo-looker/pull/385
dataverse-vintedgo-looker,384,feat: add measures in lookml for fct_invoice_rows,MERGED,2024-06-05,2024-06-10,2024-06-10,67,27,40,https://github.com/vinted/dataverse-vintedgo-looker/pull/384
dataverse-vintedgo-looker,383,feat: measures for _union_all_test_failures,MERGED,2024-06-05,2024-06-10,2024-06-10,8,11,-3,https://github.com/vinted/dataverse-vintedgo-looker/pull/383
dataverse-vintedgo-looker,382,feat: measures for mart_historic_shipment_legs_revenue_recognition,CLOSED,2024-06-05,,2024-07-05,1259,42,1217,https://github.com/vinted/dataverse-vintedgo-looker/pull/382
dataverse-vintedgo-looker,381,feat: add measures in lookml for mart_uncategorised_invoice_rows,MERGED,2024-06-05,2024-06-10,2024-06-10,41,20,21,https://github.com/vinted/dataverse-vintedgo-looker/pull/381
dataverse-vintedgo-looker,380,feat: add measures in lookml for mart_historic_shipment_legs_customer_invoices,MERGED,2024-06-05,2024-06-10,2024-06-10,222,74,148,https://github.com/vinted/dataverse-vintedgo-looker/pull/380
dataverse-vintedgo-looker,379,feat: add measures in lookml for mart_shipment_legs_revenue_recognition,MERGED,2024-06-05,2024-06-10,2024-06-10,1222,79,1143,https://github.com/vinted/dataverse-vintedgo-looker/pull/379
dataverse-vintedgo-looker,378,feat: add measures in lookml for mart_duplicate_invoice_rows,MERGED,2024-06-05,2024-06-10,2024-06-10,84,25,59,https://github.com/vinted/dataverse-vintedgo-looker/pull/378
dataverse-vintedgo-looker,377,feat: measures for mart_invoice_rows_purchase_price_validation,MERGED,2024-06-05,2024-06-10,2024-06-10,392,26,366,https://github.com/vinted/dataverse-vintedgo-looker/pull/377
dataverse-vintedgo-looker,376,feat: measures for mart_invoice_totals_verification,MERGED,2024-06-05,2024-06-07,2024-06-07,205,14,191,https://github.com/vinted/dataverse-vintedgo-looker/pull/376
dataverse-vintedgo-looker,375,feat: add measures in lookml for mart_shipment_legs_customer_invoices,MERGED,2024-06-05,2024-06-10,2024-06-10,166,31,135,https://github.com/vinted/dataverse-vintedgo-looker/pull/375
dataverse-vintedgo-looker,370,feat: add measures for mart_d2c_invoice_cost_and_revenue,MERGED,2024-06-05,2024-06-10,2024-06-10,364,38,326,https://github.com/vinted/dataverse-vintedgo-looker/pull/370
dataverse-vintedgo-looker,368,feat: add measures _union_unmatched_price_list_test_failures,MERGED,2024-06-05,2024-06-07,2024-06-07,71,16,55,https://github.com/vinted/dataverse-vintedgo-looker/pull/368
dataverse-vintedgo-dbt,1811,feat: unlink accepted_values tests into a separate task,MERGED,2024-06-05,2024-06-05,2024-06-05,20,2,18,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1811
dataverse-vintedgo-looker,365,feat: measures for agg_invoice_rows_exceptions_by_date,MERGED,2024-06-04,2024-06-06,2024-06-06,102,13,89,https://github.com/vinted/dataverse-vintedgo-looker/pull/365
dataverse-vintedgo-dbt,1803,chore: custom query for mart_historic_shipment_legs,MERGED,2024-06-04,2024-06-04,2024-06-04,342,0,342,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1803
dataverse-vintedgo-dbt,1800,fix: parse airflow dates in mart_historics,CLOSED,2024-06-04,,2024-06-04,36,4,32,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1800
dataverse-vintedgo-looker,356,feat: add meausres to mart_carrier_invoices_totals,MERGED,2024-06-04,2024-06-04,2024-06-04,474,0,474,https://github.com/vinted/dataverse-vintedgo-looker/pull/356
dataverse-vintedgo-dbt,1798,chore: change name for inquiry cancelled,MERGED,2024-06-04,2024-06-04,2024-06-04,2,2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1798
dataverse-vintedgo-looker,347,fix: corerct total_total_costs_amount_eur,MERGED,2024-06-03,2024-06-03,2024-06-03,1,1,0,https://github.com/vinted/dataverse-vintedgo-looker/pull/347
dataverse-vintedgo-dbt,1791,fix: new column names for new array structures ,MERGED,2024-06-02,2024-06-03,2024-06-03,4,2,2,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1791
dataverse-vintedgo-dbt,1788,chore: drop additional (unneeded) data in historical snapshots,MERGED,2024-05-31,2024-06-03,2024-06-03,74,0,74,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1788
dataverse-vintedgo-dbt,1786,fix: schema mismatch for mart_vcarrier_scan_quality,MERGED,2024-05-31,2024-05-31,2024-05-31,6,0,6,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1786
dataverse-vintedgo-dbt,1785,chore: change tests to data_tests,MERGED,2024-05-31,2024-05-31,2024-05-31,24,24,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1785
dataverse-vintedgo-dbt,1783,docs: group_label for agg_invoice_rows_exceptions_by_date,MERGED,2024-05-31,2024-05-31,2024-05-31,20,9,11,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1783
dataverse-vintedgo-dbt,1782,docs: group label for _union_all_test_failures,MERGED,2024-05-31,2024-05-31,2024-05-31,16,4,12,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1782
dataverse-vintedgo-dbt,1781,docs: group_label for _union_unmatched_price_list_test_failures,MERGED,2024-05-31,2024-05-31,2024-05-31,29,7,22,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1781
dataverse-vintedgo-dbt,1780,docs: group label for fct_invoice_rows,MERGED,2024-05-31,2024-05-31,2024-05-31,62,5,57,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1780
dataverse-vintedgo-dbt,1779,docs: group_label for mart_historic_shipment_legs_revenue_recognition,MERGED,2024-05-31,2024-05-31,2024-05-31,257,21,236,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1779
dataverse-vintedgo-dbt,1778,docs: group_label for mart_historic_shipment_legs_customer_invoices,MERGED,2024-05-31,2024-05-31,2024-05-31,92,13,79,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1778
dataverse-vintedgo-dbt,1777,docs: group_label for mart_unmatched_invoice_rows,MERGED,2024-05-31,2024-05-31,2024-05-31,32,0,32,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1777
dataverse-vintedgo-dbt,1776,docs: group_label for mart_uncategorised_invoice_rows,MERGED,2024-05-31,2024-05-31,2024-05-31,22,0,22,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1776
dataverse-vintedgo-dbt,1775,docs: group_label for mart_shipment_legs_customer_invoices,MERGED,2024-05-31,2024-05-31,2024-05-31,80,12,68,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1775
dataverse-vintedgo-dbt,1774,docs: group_label for mart_invoice_totals_verification,MERGED,2024-05-31,2024-05-31,2024-05-31,81,12,69,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1774
dataverse-vintedgo-dbt,1773,docs: group_label for mart_invoice_rows_purchase_price_validation,MERGED,2024-05-31,2024-05-31,2024-05-31,166,25,141,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1773
dataverse-vintedgo-dbt,1772,docs: group_label for mart_duplicate_invoice_rows,MERGED,2024-05-31,2024-05-31,2024-05-31,43,1,42,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1772
dataverse-vintedgo-dbt,1771,docs: group_labels for mart_d2c_invoice_cost_and_revenue,MERGED,2024-05-31,2024-05-31,2024-05-31,118,11,107,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1771
dataverse-vintedgo-dbt,1764,docs: group_labels for mart_carrier_invoices_totals,MERGED,2024-05-30,2024-05-31,2024-05-31,116,4,112,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1764
dataverse-vintedgo-looker,316,remove explicit scopes arising from nested data structures in look ml,MERGED,2024-05-30,2024-05-30,2024-05-30,83,76,7,https://github.com/vinted/dataverse-vintedgo-looker/pull/316
dataverse-vintedgo-dbt,1752,feat: create summary looker table for vgo-fin,MERGED,2024-05-29,2024-05-30,2024-05-30,116,0,116,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1752
dataverse-vintedgo-dbt,1749,fix: Schema Mismatch for model mart_shipment_legs_revenue_recognition,MERGED,2024-05-29,2024-05-29,2024-05-29,94,8,86,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1749
dataverse-vintedgo-dbt,1748,docs: adding documentation for test_failures schema,MERGED,2024-05-29,2024-05-29,2024-05-29,62,14,48,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1748
dataverse-vintedgo-dbt,1746,fix: schema mismatch agg_invoice_rows_exceptions_by_date,MERGED,2024-05-29,2024-05-29,2024-05-29,19,3,16,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1746
dataverse-vintedgo-dbt,1742,fix: Schema Mismatch for model mart_historic_shipment_legs_customer_invoices,MERGED,2024-05-29,2024-05-29,2024-05-29,2,6,-4,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1742
dataverse-vintedgo-dbt,1741,fix: Schema Mismatch for model mart_uncategorised_invoice_rows,MERGED,2024-05-29,2024-05-29,2024-05-29,4,0,4,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1741
dataverse-vintedgo-dbt,1740,fix: Schema Mismatch for model mart_shipment_legs_invoice_cost_and_revenue,MERGED,2024-05-29,2024-05-29,2024-05-29,0,10,-10,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1740
dataverse-vintedgo-dbt,1739,fix: Schema Mismatch for model mart_invoice_totals_verification,MERGED,2024-05-29,2024-05-29,2024-05-29,0,4,-4,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1739
dataverse-vintedgo-dbt,1738,fix: Schema Mismatch for model mart_d2c_invoice_cost_and_revenue,MERGED,2024-05-29,2024-05-29,2024-05-29,28,10,18,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1738
dataverse-vintedgo-dbt,1737,fix: Schema Mismatch for model mart_carrier_invoices_totals,MERGED,2024-05-29,2024-05-29,2024-05-29,8,2,6,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1737
dataverse-vintedgo-dbt,1735,feat: expose new tables to lookml (vgo-fin),MERGED,2024-05-28,2024-05-29,2024-05-29,206,52,154,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1735
dataverse-vintedgo-dbt,1728,feat: add columns to uncategorised rows,MERGED,2024-05-28,2024-05-28,2024-05-28,6,2,4,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1728
dataverse-vintedgo-dbt,1723,refactor: mart snapshots for customer invoices,MERGED,2024-05-28,2024-05-31,2024-05-31,71,76,-5,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1723
dataverse-vintedgo-dbt,1720,feat: init defining structure for backfilled sources,MERGED,2024-05-27,2024-06-11,2024-06-11,672,0,672,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1720
warehouse-jobs,14609,feat: backfill old data sources checkout api,CLOSED,2024-05-27,,2024-06-06,110,0,110,https://github.com/vinted/warehouse-jobs/pull/14609
dataverse-vintedgo-finance,7,feat: checkout api dockerfile,MERGED,2024-05-27,2024-06-10,2024-06-10,1655,10,1645,https://github.com/vinted/dataverse-vintedgo-finance/pull/7
dataverse-vintedgo-dbt,1707,feat: freshness tests for external source data (vgo_fin),MERGED,2024-05-24,2024-05-27,2024-05-27,43,0,43,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1707
dataverse-vintedgo-dbt,1706,feat: create new cost category illegitimate,MERGED,2024-05-24,2024-05-27,2024-05-27,176,6,170,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1706
dataverse-vintedgo-dbt,1701,"chore: set version limits for dbt-bigquery and dbt-core dependencies (""<1.9.0"")",MERGED,2024-05-24,2024-05-24,2024-05-24,193,190,3,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1701
dataverse-vintedgo-dbt,1691,"feat: re-include on-prem invoiced customer invoices, with a flag",MERGED,2024-05-23,2024-05-24,2024-05-24,31,13,18,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1691
dataverse-vintedgo-dbt,1690,chore: upgrade vgo-fin to dbt version 1.8,MERGED,2024-05-23,2024-05-23,2024-05-23,897,903,-6,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1690
dataverse-vintedgo-dbt,1687,fix: test on carrier_invoices_totals_summary_file source,MERGED,2024-05-23,2024-05-23,2024-05-23,3,0,3,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1687
dataverse-vintedgo-looker,295,chore: change link references in lookml dashboards,MERGED,2024-05-23,2024-05-23,2024-05-23,6,6,0,https://github.com/vinted/dataverse-vintedgo-looker/pull/295
dataverse-vintedgo-looker,294,fix: dummy join key to allow dashboards to be displayed,MERGED,2024-05-23,2024-05-23,2024-05-23,93,16,77,https://github.com/vinted/dataverse-vintedgo-looker/pull/294
dataverse-vintedgo-dbt,1676,fix: invoice number for ctt,MERGED,2024-05-22,2024-05-23,2024-05-23,16,3,13,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1676
dataverse-vintedgo-dbt,1673,feat: add group_labels to fields in shipment legs cost and revenue,MERGED,2024-05-22,2024-05-23,2024-05-23,508,0,508,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1673
dataverse-vintedgo-looker,287,feat: expose invoice_currency,MERGED,2024-05-22,2024-05-22,2024-05-22,6,0,6,https://github.com/vinted/dataverse-vintedgo-looker/pull/287
dataverse-vintedgo-dbt,1666,chore: remove populated from dv-checkpoint,MERGED,2024-05-22,2024-05-22,2024-05-22,0,2,-2,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1666
dataverse-vintedgo-dbt,1660,expose invoice currency to shipment legs customer invoices,MERGED,2024-05-22,2024-05-22,2024-05-22,7,0,7,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1660
dataverse-vintedgo-looker,285,add measures to invoice cost and revenue mart,MERGED,2024-05-21,2024-05-22,2024-05-22,678,0,678,https://github.com/vinted/dataverse-vintedgo-looker/pull/285
dataverse-vintedgo-dbt,1646,feat: expose looker for mart_shipment_legs_customer_invoices,CLOSED,2024-05-21,,2024-05-21,22,0,22,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1646
dataverse-vintedgo-dbt,1573,fix: inpost-pl invoice_id,MERGED,2024-05-08,2024-05-14,2024-05-14,29,3,26,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1573
dataverse-vintedgo-dbt,1572,feat: stage ext table - carrier compensation splits,MERGED,2024-05-08,2024-06-12,2024-06-12,146,2,144,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1572
dataverse-vintedgo-dbt,1569,fix: sameday invoice format,MERGED,2024-05-08,2024-05-13,2024-05-13,3,2,1,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1569
dataverse-vintedgo-dbt,1568,fix: dpd-pt invoice format,MERGED,2024-05-08,2024-05-10,2024-05-10,7,2,5,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1568
dataverse-vintedgo-dbt,1563,fix: reformats gls-es invoice_ids,MERGED,2024-05-08,2024-05-08,2024-05-08,11,3,8,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1563
dataverse-vintedgo-dbt,1560,fix: dao-dk unmatched fuel surcharges,MERGED,2024-05-07,2024-05-08,2024-05-08,95,1,94,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1560
dataverse-vintedgo-dbt,1557,chore: exclude invoice_amount = 0 from not_null_proportion test,MERGED,2024-05-07,2024-05-07,2024-05-07,2,2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1557
dataverse-vintedgo-dbt,1556,feat: expose agg_invoice_rows_exceptions_by_date to looker,MERGED,2024-05-07,2024-05-07,2024-05-07,22,0,22,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1556
dataverse-vintedgo-dbt,1552,fix: correos new category,MERGED,2024-05-07,2024-05-07,2024-05-07,2,0,2,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1552
dataverse-vintedgo-dbt,1547,fix: revert to error ,MERGED,2024-05-06,2024-05-06,2024-05-06,1,5,-4,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1547
dataverse-marketplace-dbt,1967,fix: airvint config slack tag for payments,MERGED,2024-05-05,2024-05-05,2024-05-05,1,1,0,https://github.com/vinted/dataverse-marketplace-dbt/pull/1967
dataverse-vintedgo-dbt,1545,"fix: dpd-de, chronopost - accepted value test",MERGED,2024-05-04,2024-05-06,2024-05-06,5,1,4,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1545
dataverse-vintedgo-dbt,1542,feat: add mart for aggregating count of exceptions from the invoice rows,MERGED,2024-05-03,2024-05-07,2024-05-07,178,0,178,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1542
dataverse-vintedgo-dbt,1538,feat: add file_upload_date to fct_invoice_row monitoring marts,MERGED,2024-05-03,2024-05-06,2024-05-06,11,2,9,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1538
dataverse-vintedgo-looker,214,feat: carrier_invoice_uncategorised_rows,MERGED,2024-05-03,2024-05-22,2024-05-22,1418,0,1418,https://github.com/vinted/dataverse-vintedgo-looker/pull/214
dataverse-vintedgo-looker,212,feat: carrier invoice quality dashboard,MERGED,2024-05-03,2024-05-22,2024-05-22,783,0,783,https://github.com/vinted/dataverse-vintedgo-looker/pull/212
dataverse-vintedgo-dbt,1527,feat: expose invoice_amount_eur to invoice rows marts,MERGED,2024-05-02,2024-05-02,2024-05-02,2,0,2,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1527
dataverse-vintedgo-dbt,1526,feat: expose invoice_amount_eur to invoice rows marts,MERGED,2024-05-02,2024-05-02,2024-05-02,2,1,1,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1526
dataverse-vintedgo-dbt,1525,fix: docs overflow_detector_performance,MERGED,2024-05-02,2024-05-06,2024-05-06,1,4,-3,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1525
dataverse-vintedgo-dbt,1524,fix: docs for mrt_product_processing_time,MERGED,2024-05-02,2024-05-02,2024-05-02,2,2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1524
dataverse-vintedgo-dbt,1523,feat: expose test failures to looker vgo_finance,MERGED,2024-05-02,2024-05-02,2024-05-02,44,0,44,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1523
dataverse-vintedgo-dbt,1520,fix: change name of dummy for carrier price list join,CLOSED,2024-05-02,,2024-05-02,1,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1520
dataverse-vintedgo-dbt,1513,chore: update version of packages,MERGED,2024-04-30,2024-05-02,2024-05-02,14,14,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1513
dataverse-vintedgo-dbt,1512,chore: update codeowners for vgo_finance,MERGED,2024-04-30,2024-04-30,2024-04-30,1,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1512
dataverse-vintedgo-dbt,1507,feat: monthly snapshots of mart_shipment_legs_customer_invoices and mart_historic_shipment_legs_revenue_recognition,MERGED,2024-04-29,2024-04-30,2024-04-30,575,1,574,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1507
dataverse-vintedgo-looker,182,"feat: add from_sorting_center_code, to_sorting_center_code to mart_vcarrier_shipment_legs",MERGED,2024-04-29,2024-04-29,2024-04-29,28,0,28,https://github.com/vinted/dataverse-vintedgo-looker/pull/182
warehouse-jobs,14345,feat: coalesce information from bq for carrier delivery performance,MERGED,2024-04-26,2024-04-29,2024-04-29,64,20,44,https://github.com/vinted/warehouse-jobs/pull/14345
dataverse-vintedgo-dbt,1486,feat: introduce table to capture all price list join issues,MERGED,2024-04-25,2024-04-30,2024-04-30,76,14,62,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1486
dataverse-vintedgo-dbt,1481,docs: documentation+tests of vgo_finance dim_prep models,MERGED,2024-04-25,2024-04-26,2024-04-26,673,19,654,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1481
dataverse-vintedgo-dbt,1480,docs: remove columns not present in mart_shipment_legs_invoice_cost_and_revenue,MERGED,2024-04-25,2024-04-25,2024-04-25,0,6,-6,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1480
dataverse-vintedgo-dbt,1471,feat: convert all revenue and costs in d2c to eur,MERGED,2024-04-24,2024-04-25,2024-04-25,133,22,111,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1471
dataverse-vintedgo-dbt,1467,feat: ups - use the primary tracking code when it's a return,MERGED,2024-04-24,2024-04-24,2024-04-24,15,2,13,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1467
dataverse-vintedgo-dbt,1466,docs: adds invoice zone to invoice rows,MERGED,2024-04-24,2024-04-24,2024-04-24,2,0,2,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1466
dataverse-vintedgo-dbt,1465,feat: expose invoice rows and shipment carrier legs mart,MERGED,2024-04-24,2024-04-24,2024-04-24,66,0,66,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1465
dataverse-vintedgo-looker,162,fix: measures and invoice_row in vgo_finance,MERGED,2024-04-23,2024-04-23,2024-04-23,9,10,-1,https://github.com/vinted/dataverse-vintedgo-looker/pull/162
