repository,pr_number,title,description_length,description_preview,author,state,created_at,merged_at,closed_at,time_to_merge_hours,head_branch,base_branch,labels,milestone,assignees,reviews_count,approvals_count,changes_requested_count,unique_reviewers,comments_count,commits_count,files_changed,total_reactions,additions,deletions,net_lines,url,enhancement_failed
vinted/dataverse-vintedgo-dbt,6310,docs: update in-line comment for dim_carrier_services,75,see context https://vinted.slack.com/archives/C070XCLHARL/p1762877743738139,jeremychia,MERGED,2025-11-12T15:46:31Z,2025-11-12T17:10:24Z,2025-11-12T17:10:24Z,1.3980555555555556,docs--update-in-line-comment-for-dim_carrier_services,main,vgo_general,,,1,1,0,kimjunn,3,2,1,0,6,6,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6310,False
vinted/dataverse-vintedgo-dbt,6308,chore: prepare contract carrier prices for production add tests materialise as table,156,"this PR:

* changes materialisation to a ""table"" (as it will be used more often, downstream and in testing)
* adds test to check if joins were successful",jeremychia,MERGED,2025-11-12T15:33:23Z,2025-11-13T06:10:47Z,2025-11-13T06:10:47Z,14.623333333333333,VGOFIN-1353-prepare-contract-carrier-prices-for-production-add-tests-materialise-as-table,main,vgo_finance,,,1,1,0,jsakalyte,3,3,2,0,39,1,38,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6308,False
vinted/dataverse-vintedgo-dbt,6301,fix: add balance type to list of unique columns for checkout balance statements,4240,"# Summary [Required]
_Describe What & why is being changed. If applicable, how the change was validated & tested. Add links to Jira, RFCs, PRs, Slack, Lucid, etc., if relevant.
See GitHub best pract...",jeremychia,MERGED,2025-11-12T09:23:04Z,2025-11-12T13:34:12Z,2025-11-12T13:34:12Z,4.185555555555555,VGOFIN-1351-update-unique-columns-test-in-dbt-utils-checkout-balance-statement,main,vgo_finance,,,1,1,0,jsakalyte,3,1,1,0,1,0,1,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6301,False
vinted/dataverse-vintedgo-dbt,6297,chore: replace source of shipment configurations with carrier services directly,4205,"# Summary [Required]
_Describe What & why is being changed. If applicable, how the change was validated & tested. Add links to Jira, RFCs, PRs, Slack, Lucid, etc., if relevant.
See GitHub best pract...",jeremychia,MERGED,2025-11-12T08:25:46Z,2025-11-12T09:04:55Z,2025-11-12T09:04:55Z,0.6525,VGOFIN-1349-replace-dim-shipment-configuration-with-dim-carrier-services,main,vgo_general|vgo_finance,,,1,1,0,jsakalyte,6,4,5,0,23,12,11,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6297,False
vinted/dataverse-vintedgo-dbt,6294,feat: expose carrier services as a dimension,1060,"* see slack thread for [more context](https://vinted.slack.com/archives/C070XCLHARL/p1762877743738139).
* as there's missing data from `carrier_services` in `dim_shipment_configuration`, we want to u...",jeremychia,MERGED,2025-11-11T16:47:49Z,2025-11-11T17:07:52Z,2025-11-11T17:07:52Z,0.33416666666666667,VGOFIN-1348-create-dimension-for-carrier-services-in-vgo-general-to-be-exposed,main,vgo_general,,,1,1,0,kimjunn,4,2,2,0,119,0,119,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6294,False
vinted/dataverse-vintedgo-dbt,6289,chore: adjust threshold for warning - for not-null test in prep invoice rows wide categories (VGOFIN-1310),225,"* test added in #6283
* change `warn_if` threshold, as we accept current missing values

<img width=""1095"" height=""864"" alt=""image"" src=""https://github.com/user-attachments/assets/685b1ccb-990f-41f...",jeremychia,MERGED,2025-11-11T15:29:31Z,2025-11-11T16:02:21Z,2025-11-11T16:02:22Z,0.5472222222222223,chore--adjust-threshold-for-warning---for-not-null-test-in-prep-invoice-rows-wide-categories-(VGOFIN-1310),main,vgo_finance,,,1,1,0,jsakalyte,3,1,1,0,1,0,1,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6289,False
vinted/dataverse-vintedgo-dbt,6283,fix: missing reporting carrier in carrier invoice totals,4868,"# Summary [Required]
_Describe What & why is being changed. If applicable, how the change was validated & tested. Add links to Jira, RFCs, PRs, Slack, Lucid, etc., if relevant.
See GitHub best pract...",jeremychia,MERGED,2025-11-11T13:47:25Z,2025-11-11T14:16:27Z,2025-11-11T14:16:27Z,0.48388888888888887,VGOFIN-1310-missing-reporting-carrier-in-dv-vgo-fin-prod-marts-mart-carrier-invoices-totals,main,vgo_finance,,,1,1,0,jsakalyte,3,3,3,0,86,9,77,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6283,False
vinted/dataverse-vintedgo-dbt,6281,chore: unit test mart aggregates (vgo_finance),65,"unit test:
* `mart_agg_carrier_costs`
* `mart_agg_invoice_rows`",jeremychia,MERGED,2025-11-11T13:17:54Z,2025-11-11T14:07:39Z,2025-11-11T14:07:39Z,0.8291666666666667,unit-test-aggregates,main,vgo_finance,,,1,1,0,jsakalyte,3,2,8,0,209,73,136,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6281,False
vinted/dataverse-vintedgo-dbt,6269,feat: use last day as invoice date for UPS-HR invoices,4555,"# Summary [Required]
_Describe What & why is being changed. If applicable, how the change was validated & tested. Add links to Jira, RFCs, PRs, Slack, Lucid, etc., if relevant.
See GitHub best pract...",jeremychia,MERGED,2025-11-10T14:47:05Z,2025-11-10T16:43:34Z,2025-11-10T16:43:34Z,1.9413888888888888,VGOFIN-1343-implement-maximum-date-usage-for-ups-hr-invoice-date,main,vgo_finance,,,1,1,0,jsakalyte,3,3,1,0,3,5,-2,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6269,False
vinted/dataverse-vintedgo-dbt,6268,chore: GLS-HU remove leading zero from carrier files for shipment matching,5996,"# Summary [Required]
_Describe What & why is being changed. If applicable, how the change was validated & tested. Add links to Jira, RFCs, PRs, Slack, Lucid, etc., if relevant.
See GitHub best pract...",jeremychia,MERGED,2025-11-10T14:14:16Z,2025-11-10T15:33:35Z,2025-11-10T15:33:36Z,1.3219444444444444,VGOFIN-1342-gls-hu-remove-leading-zero-from-carrier-files-for-shipment-matching,main,vgo_finance,,,3,1,0,kimjunn|jeremychia,3,5,3,0,22,13,9,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6268,False
vinted/dataverse-vintedgo-dbt,6230,chore: upgrade poetry lock,28,added dataverse-unit-testing,jeremychia,MERGED,2025-11-06T14:03:33Z,2025-11-06T14:24:14Z,2025-11-06T14:24:14Z,0.3447222222222222,chore--upgrade-poetry-lock,main,vgo_finance,,,1,1,0,jsakalyte,3,1,2,0,79,2,77,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6230,False
vinted/dataverse-vintedgo-dbt,6218,refactor: replace test with incremental model to reduce warning alerts,4565,"# Summary [Required]
_Describe What & why is being changed. If applicable, how the change was validated & tested. Add links to Jira, RFCs, PRs, Slack, Lucid, etc., if relevant.
See GitHub best pract...",jeremychia,MERGED,2025-11-06T08:17:30Z,2025-11-06T13:45:52Z,2025-11-06T13:45:53Z,5.472777777777778,VGOFIN-1332-replace-test-with-incremental-model-to-reduce-warning-alerts,main,vgo_finance|scheduler,,,1,1,0,jsakalyte,3,21,12,0,304,176,128,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6218,False
vinted/dataverse-vintedgo-dbt,6185,chore: add valid combination of DE|ES,3769,"# Summary [Required]
_Describe What & why is being changed. If applicable, how the change was validated & tested. Add links to Jira, RFCs, PRs, Slack, Lucid, etc., if relevant.
See GitHub best practic...",jeremychia,MERGED,2025-11-05T07:09:46Z,2025-11-05T07:27:35Z,2025-11-05T07:27:35Z,0.29694444444444446,VGOFIN-1330-add-valid-combination-de-es,main,vgo_finance,,,2,2,0,geoevl|jsakalyte,3,1,1,0,1,0,1,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6185,False
vinted/dataverse-vintedgo-looker,3166,chore: change range for graph from 1000 to 1200 in quality metrics dashboard,398,"in [this dashboard](https://looker.vinted.net/dashboards/observability::data_quality_metrics?Domain+Name=Carrier,Finance,Fulfilment,Network&Dbt+Project+Name=), the range has exceeded. therefore, incre...",jeremychia,MERGED,2025-11-04T12:25:08Z,2025-11-04T12:31:55Z,2025-11-04T12:31:55Z,0.11305555555555556,chore--change-range-for-graph-from-1000-to-1200-in-quality-metrics-dashboard,main,,,,1,1,0,ArabellaCM,0,2,1,0,2,2,0,https://github.com/vinted/dataverse-vintedgo-looker/pull/3166,False
vinted/dataverse-vintedgo-dbt,6171,chore: expose all historic models to looker,160,"expose the following models to looker:

* `mart_historic_carrier_invoice_totals`
* `mart_no_spec_file_invoice_rows`
* `mart_historic_unmatched_invoice_rows`",jeremychia,MERGED,2025-11-04T12:16:18Z,2025-11-11T08:28:09Z,2025-11-11T08:28:09Z,164.1975,VGOFIN-1328-make-all-historic-models-available-in-looker,main,vgo_finance,,,2,1,0,geoevl|jsakalyte,6,3,2,0,86,20,66,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6171,False
vinted/dataverse-vintedgo-dbt,6166,feat: include overweight charges from 20 oct royal mail,4277,"# Summary [Required]
_Describe What & why is being changed. If applicable, how the change was validated & tested. Add links to Jira, RFCs, PRs, Slack, Lucid, etc., if relevant.
See GitHub best pract...",jeremychia,MERGED,2025-11-04T10:26:46Z,2025-11-04T12:57:38Z,2025-11-04T12:57:38Z,2.5144444444444445,VGOFIN-1297-include-overweight-charges-from-20-oct-royal-mail,main,vgo_finance,,,1,1,0,jsakalyte,3,7,9,0,153,11,142,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6166,False
vinted/dataverse-vintedgo-dbt,6160,chore: rename available_on_utc to available_on,3951,"# Summary [Required]
_Describe What & why is being changed. If applicable, how the change was validated & tested. Add links to Jira, RFCs, PRs, Slack, Lucid, etc., if relevant.
See GitHub best pract...",jeremychia,MERGED,2025-11-03T17:09:43Z,2025-11-03T21:33:44Z,2025-11-03T21:33:44Z,4.400277777777778,VGOFIN-1327-change-field-name-to-available-on-date,main,vgo_finance,,,1,1,0,geoevl,3,2,7,0,11,11,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6160,False
vinted/dataverse-vintedgo-dbt,6159,feat: set revenue recognition time to 60 days after in cases where there is no resolution,4463,"# Summary [Required]
_Describe What & why is being changed. If applicable, how the change was validated & tested. Add links to Jira, RFCs, PRs, Slack, Lucid, etc., if relevant.
See GitHub best pract...",jeremychia,MERGED,2025-11-03T17:03:07Z,2025-11-03T21:42:33Z,2025-11-03T21:42:33Z,4.657222222222222,feat-set-max-recognition-time,main,vgo_carrier,,,6,1,0,jeremychia|alexatvinted,3,5,8,0,63,15,48,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6159,False
vinted/dataverse-vintedgo-dbt,6150,fix: change reference to credit invoices,124,"change in #6148 made credit note invoice empty. to use the source when determining the invoice id.
this was a faulty logic.",jeremychia,MERGED,2025-11-03T10:00:27Z,2025-11-03T10:20:36Z,2025-11-03T10:20:36Z,0.3358333333333333,fix--change-reference-to-credit-invoices,main,vgo_d2c,,,1,1,0,kimjunn,3,3,1,0,7,2,5,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6150,False
vinted/dataverse-vintedgo-dbt,6148,fix: preference order from invoices (retail orders),4812,"# Summary [Required]
_Describe What & why is being changed. If applicable, how the change was validated & tested. Add links to Jira, RFCs, PRs, Slack, Lucid, etc., if relevant.
See GitHub best pract...",jeremychia,MERGED,2025-11-03T08:48:16Z,2025-11-03T09:06:58Z,2025-11-03T09:06:58Z,0.31166666666666665,fix--preference-order-from-invoices,main,vgo_d2c,,,1,1,0,kimjunn,3,1,1,0,6,2,4,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6148,False
vinted/dataverse-vintedgo-dbt,6147,fix: left join on addresses (mart_retail_orders),3729,"# Summary [Required]
_Describe What & why is being changed. If applicable, how the change was validated & tested. Add links to Jira, RFCs, PRs, Slack, Lucid, etc., if relevant.
See GitHub best practic...",jeremychia,CLOSED,2025-11-03T08:18:34Z,,2025-11-03T08:23:54Z,,fix--left-join-on-addresses-(mart_retail_orders),main,vgo_d2c,,,0,0,0,,3,1,1,0,1,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6147,False
vinted/dataverse-vintedgo-dbt,6146,chore: unit test (marts based on invoice rows),77,"unit test:
* `mart_agg_parcel_weight_summary`
* `mart_anomaly_invoice_rows`",jeremychia,MERGED,2025-11-03T08:00:08Z,2025-11-04T12:30:19Z,2025-11-04T12:30:19Z,28.503055555555555,unit-test-mart-invoice-rows,main,vgo_finance,,,1,1,0,jsakalyte,3,9,6,0,88,2,86,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6146,False
vinted/dataverse-vintedgo-dbt,6109,feat: increase historic snapshots for vgo shipping,3904,"# Summary [Required]
_Describe What & why is being changed. If applicable, how the change was validated & tested. Add links to Jira, RFCs, PRs, Slack, Lucid, etc., if relevant.
See GitHub best pract...",jeremychia,MERGED,2025-10-30T10:22:19Z,2025-10-30T11:33:16Z,2025-10-30T11:33:16Z,1.1825,VGOFIN-1321-historic-snapshot-logic-in-v-go-shipping-tables,main,vgo_finance,,,1,1,0,jsakalyte,3,3,6,0,680,11,669,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6109,False
vinted/dataverse-vintedgo-dbt,6106,feat: expose available on UTC in checkout financial actions reports,4485,"# Summary [Required]
_Describe What & why is being changed. If applicable, how the change was validated & tested. Add links to Jira, RFCs, PRs, Slack, Lucid, etc., if relevant.
See GitHub best pract...",jeremychia,MERGED,2025-10-30T09:23:52Z,2025-10-30T09:48:28Z,2025-10-30T09:48:28Z,0.41,vgofin-1165-add-available-on-utc-to-financial-actions,main,vgo_finance,,,1,1,0,jsakalyte,3,2,8,0,25,2,23,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6106,False
vinted/dataverse-marketplace-dbt,12381,chore: reinclude USPS in estimated costs,292,"when the initial implementation was done, USPS (`carrier_id=2`) was excluded.
this was because historically, there are no ""estimated costs"" for USPS as we receive the actual costs immediately.

as ...",jeremychia,MERGED,2025-10-29T15:59:08Z,2025-10-29T21:18:42Z,2025-10-29T21:18:42Z,5.3261111111111115,chore--reinclude-USPS-in-estimated-costs,main,,,,1,1,0,blumenuproar,3,1,1,0,2,2,0,https://github.com/vinted/dataverse-marketplace-dbt/pull/12381,False
vinted/dataverse-vintedgo-dbt,6076,chore: reintroduce invoice_client_country_code,313,"* was removed in #5660 
* non-personal data, `invoice_client_country_code`, needed for `mart_d2c_compensations`
* this PR adds it back

```sh
Database Error in model mart_d2c_compensations (model...",jeremychia,MERGED,2025-10-29T07:23:38Z,2025-10-29T07:38:00Z,2025-10-29T07:38:00Z,0.23944444444444443,chore--reintroduce-invoice_client_country_code,main,vgo_d2c,,,1,1,0,jsakalyte,3,1,2,0,6,0,6,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6076,False
vinted/dataverse-vintedgo-dbt,6075,chore: M006 (vgo_finance),7838,"adding/removing documentation for columns

> ## M006 Issues Details
> 
> ### 📁 dim_prep_join_invoices_account_code
> 
> - ⚠️ **M006**: Column `actual_weight_kg` is used in the SQL code but not d...",jeremychia,MERGED,2025-10-28T17:53:46Z,2025-10-29T08:01:07Z,2025-10-29T08:01:07Z,14.1225,m006-finance,main,vgo_finance|docs,,,1,1,0,jsakalyte,3,14,9,0,165,51,114,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6075,False
vinted/dataverse-vintedgo-dbt,6072,chore: M011 add privacy_review_at tags for vgo_finance,1972,"adds privacy review tags to the following models:

* stg_google_sheets__adjusted_from_to_country_mapping
* stg_google_sheets__adjusted_carrier_mapping
* stg_google_sheets__carrier_name_mapping
* ...",jeremychia,MERGED,2025-10-28T17:24:11Z,2025-10-28T17:52:52Z,2025-10-28T17:52:52Z,0.47805555555555557,m011-finance,main,vgo_finance,,,2,1,0,kimjunn|copilot-pull-request-reviewer,3,1,14,0,67,0,67,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6072,False
vinted/dataverse-vintedgo-dbt,6065,chore: include manual override for VINTED GO/VINTED GO IBERIA,3894,"# Summary [Required]
_Describe What & why is being changed. If applicable, how the change was validated & tested. Add links to Jira, RFCs, PRs, Slack, Lucid, etc., if relevant.
See GitHub best pract...",jeremychia,MERGED,2025-10-28T15:46:12Z,2025-10-28T17:42:27Z,2025-10-28T17:42:27Z,1.9375,VGOFIN-1317-carrier-mapping-update,main,vgo_finance,,,1,1,0,kimjunn,3,1,1,0,40,0,40,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6065,False
vinted/dataverse-vintedgo-dbt,6064,chore: unit test dimensions (vgo-finance),189,"unit test:
* `dim_carrier_contract_prices`
* `dim_carrier_invoices_uploaded`
* `dim_carrier_mapping`
* `dim_existing_shipping_routes_frequency`
* `dim_reporting_route_mapping_by_month`",jeremychia,MERGED,2025-10-28T15:38:32Z,2025-10-28T22:56:57Z,2025-10-28T22:56:57Z,7.3069444444444445,unit-test-dim,main,vgo_finance,,,1,1,0,kimjunn,4,6,32,0,502,6,496,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6064,False
vinted/dataverse-vintedgo-dbt,6030,chore: define soft dependencies for prep_revenue_recognition_carrier_legs,183,"table is unable and fails randomly ([slack](https://vinted.slack.com/archives/C041KP1LXGS/p1761629587966379)). to avoid failure, making dependencies on other domains a soft-dependency",jeremychia,MERGED,2025-10-28T05:52:17Z,2025-10-28T06:12:45Z,2025-10-28T06:12:45Z,0.3411111111111111,chore--define-soft-dependencies-for-prep_revenue_recognition_carrier_legs,main,vgo_finance,,,1,1,0,ArunasKlimas,3,1,1,0,4,0,4,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6030,False
vinted/dataverse-vintedgo-dbt,6028,chore: unit test cdc models (vgo_finance),353,"unit test:

* `stg_cdc__svc_dhl_de_integration_payouts`
* `stg_cdc__svc_dhl_de_integration_settlements`
* `stg_cdc__svc_dhl_de_integration_transfers`
* `stg_cdc__svc_shipping_carrier_service_parc...",jeremychia,MERGED,2025-10-27T20:58:09Z,2025-10-28T08:42:48Z,2025-10-28T08:42:49Z,11.744166666666667,unit-test-cdc-models,main,vgo_finance,,,1,1,0,jsakalyte,3,10,38,0,1439,21,1418,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6028,False
vinted/dataverse-vintedgo-dbt,6027,"feat: add balance_type, transitioning_balance to checkout balance reports",4141,"# Summary [Required]
_Describe What & why is being changed. If applicable, how the change was validated & tested. Add links to Jira, RFCs, PRs, Slack, Lucid, etc., if relevant.
See GitHub best pract...",jeremychia,MERGED,2025-10-27T17:32:56Z,2025-10-28T08:51:30Z,2025-10-28T08:51:31Z,15.309444444444445,VGOFIN-1165-checkout-report-update,main,vgo_finance|docs,,,1,1,0,jsakalyte,3,3,7,0,33,2,31,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6027,False
vinted/dataverse-vintedgo-dbt,6004,chore: unit test carrier invoices (u-z),553,"unit test:
* `stg_carrier_invoices__ups`
   * note 1: there are changes to the parsing logic for parcel dimensions. the previous parsing saw nulls when the dimension was a single digit.
   * note 2...",jeremychia,MERGED,2025-10-27T06:37:24Z,2025-10-27T08:22:23Z,2025-10-27T08:22:23Z,1.7497222222222222,unit-test-carrier-invoices-u-z,main,vgo_finance,,,1,1,0,jsakalyte,3,11,32,0,466,69,397,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6004,False
vinted/dataverse-vintedgo-dbt,5994,chore: unit test carrier invoices (s),276,"unit test:
* `stg_carrier_invoices__sameday_hu`
* `stg_carrier_invoices__sameday_ro`
* `stg_carrier_invoices__seur`
* `stg_carrier_invoices__siuntu_pilotai`
* `stg_carrier_invoices__slovak_post`...",jeremychia,MERGED,2025-10-24T12:41:50Z,2025-10-24T13:59:03Z,2025-10-24T13:59:03Z,1.2869444444444444,unit-test-carrier-invoices-s,main,vgo_finance,,,1,1,0,jsakalyte,3,10,28,0,313,32,281,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5994,False
vinted/dataverse-vintedgo-dbt,5987,chore: unit test carrier invoices (p-r),463,"unit test:
* `stg_carrier_invoices__packeta_hu`
* `stg_carrier_invoices__packeta_pl`
* `stg_carrier_invoices__packeta_sk`
* `stg_carrier_invoices__poczta_polska`
* `stg_carrier_invoices__poste_it...",jeremychia,MERGED,2025-10-24T09:17:36Z,2025-10-24T13:46:36Z,2025-10-24T13:46:36Z,4.483333333333333,unit-test-carrier-invoices-p-r,main,vgo_finance,,,1,1,0,jsakalyte,3,14,48,0,635,39,596,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5987,False
vinted/dataverse-vintedgo-dbt,5970,fix: invoice date parsing for anpost-ie,3851,"# Summary [Required]
_Describe What & why is being changed. If applicable, how the change was validated & tested. Add links to Jira, RFCs, PRs, Slack, Lucid, etc., if relevant.
See GitHub best pract...",jeremychia,MERGED,2025-10-23T14:18:41Z,2025-10-23T14:55:28Z,2025-10-23T14:55:28Z,0.6130555555555556,fix-invoice-date,main,vgo_finance,,,1,1,0,jsakalyte,3,2,3,0,16,10,6,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5970,False
vinted/dataverse-vintedgo-dbt,5950,chore: unit test carrier invoices (i-o),526,"unit test:
* `stg_carrier_invoices__inpost_it`
* `stg_carrier_invoices__inpost_pl`
* `stg_carrier_invoices__inpost_pl_fuel_surcharges`
* `stg_carrier_invoices__inpost_uk`
* `stg_carrier_invoices_...",jeremychia,MERGED,2025-10-23T07:49:18Z,2025-10-23T14:34:57Z,2025-10-23T14:34:58Z,6.760833333333333,unit-test-carrier-invoices-i-o,main,vgo_finance,,,1,1,0,jsakalyte,3,15,56,0,768,98,670,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5950,False
vinted/dataverse-vintedgo-dbt,5948,chore: unit test carrier invoices (g-h),365,"unit test:
* `stg_carrier_invoices__gls_at`
* `stg_carrier_invoices__gls_de`
* `stg_carrier_invoices__gls_dk`
* `stg_carrier_invoices__gls_es`
* `stg_carrier_invoices__gls_hu`
* `stg_carrier_inv...",jeremychia,MERGED,2025-10-23T05:40:53Z,2025-10-23T07:14:53Z,2025-10-23T07:14:53Z,1.5666666666666667,unit-test-carrier-invoices-g-h,main,vgo_finance,,,1,1,0,jsakalyte,3,12,40,0,468,49,419,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5948,False
vinted/dataverse-vintedgo-dbt,5947,chore: unit test carrier invoices (e-f),511,"unit test:
*  `stg_carrier_invoices__earlybird`
* `stg_carrier_invoices__easypost_usps_payment_log`
* `stg_carrier_invoices__easypost_usps_shipment_invoice`
* `stg_carrier_invoices__easypost_usps_...",jeremychia,MERGED,2025-10-23T04:28:36Z,2025-10-23T06:13:38Z,2025-10-23T06:13:38Z,1.7505555555555556,unit-test-carrier-invoices,main,vgo_finance|docs,,,1,1,0,jsakalyte,3,16,38,0,537,53,484,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5947,False
vinted/dataverse-vintedgo-dbt,5932,feat: expected costs = 0 for better trucks,4181,"# Summary [Required]
_Describe What & why is being changed. If applicable, how the change was validated & tested. Add links to Jira, RFCs, PRs, Slack, Lucid, etc., if relevant.
See GitHub best pract...",jeremychia,MERGED,2025-10-22T07:20:07Z,2025-10-22T07:38:13Z,2025-10-22T07:38:13Z,0.3016666666666667,VGOFIN-1307-better-trucks-carrier,main,vgo_finance,,,1,1,0,jsakalyte,3,1,1,0,4,0,4,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5932,False
vinted/dataverse-vintedgo-dbt,5907,chore: unit test stg_carrier_invoices__dpd_uk,38,unit test stg_carrier_invoices__dpd_uk,jeremychia,MERGED,2025-10-20T06:12:40Z,2025-10-20T12:38:57Z,2025-10-20T12:38:57Z,6.438055555555556,unit-test-stg_carrier_invoices__dpd_uk,main,vgo_finance,,,2,2,0,kimjunn|jsakalyte,3,4,4,0,53,8,45,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5907,False
vinted/dataverse-vintedgo-dbt,5906,chore: unit test stg_carrier_invoices__dpd_sk,38,unit test stg_carrier_invoices__dpd_sk,jeremychia,MERGED,2025-10-20T06:05:35Z,2025-10-20T14:47:23Z,2025-10-20T14:47:24Z,8.696666666666667,unit-test-stg_carrier_invoices__dpd_sk,main,vgo_finance,,,1,1,0,jsakalyte,3,2,5,0,70,5,65,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5906,False
vinted/dataverse-vintedgo-dbt,5905,chore: unit test stg_carrier_invoices__dpd_pt,38,unit test stg_carrier_invoices__dpd_pt,jeremychia,MERGED,2025-10-20T05:59:59Z,2025-10-20T15:22:43Z,2025-10-20T15:22:43Z,9.37888888888889,unit-test-stg_carrier_invoices__dpd_pt,main,vgo_finance,,,1,1,0,jsakalyte,3,2,4,0,54,6,48,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5905,False
vinted/dataverse-vintedgo-dbt,5904,chore: unit test stg_carrier_invoices__dpd_nl_logic_v2,47,unit test stg_carrier_invoices__dpd_nl_logic_v2,jeremychia,MERGED,2025-10-20T05:46:23Z,2025-10-20T14:27:01Z,2025-10-20T14:27:01Z,8.677222222222222,unit-test-stg_carrier_invoices__dpd_nl_logic_v2,main,vgo_finance,,,1,1,0,jsakalyte,3,2,4,0,58,3,55,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5904,False
vinted/dataverse-vintedgo-dbt,5903,chore: unit test stg_carrier_invoices__dpd_nl_returns,46,unit test stg_carrier_invoices__dpd_nl_returns,jeremychia,MERGED,2025-10-20T05:39:51Z,2025-10-20T16:36:21Z,2025-10-20T16:36:22Z,10.941666666666666,unit-test-stg_carrier_invoices__dpd_nl_returns,main,vgo_finance,,,1,1,0,jsakalyte,3,4,4,0,58,4,54,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5903,False
vinted/dataverse-vintedgo-dbt,5902,chore: unit test stg_carrier_invoices__dpd_nl,38,unit test stg_carrier_invoices__dpd_nl,jeremychia,MERGED,2025-10-20T05:26:11Z,2025-10-20T14:14:50Z,2025-10-20T14:14:50Z,8.810833333333333,unit-test-stg_carrier_invoices__dpd_nl,main,vgo_finance,,,1,1,0,jsakalyte,3,2,4,0,52,11,41,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5902,False
vinted/dataverse-vintedgo-dbt,5901,chore: unit test stg_carrier_invoices__dpd_lt,38,unit test stg_carrier_invoices__dpd_lt,jeremychia,MERGED,2025-10-20T05:02:32Z,2025-10-20T16:23:52Z,2025-10-20T16:23:52Z,11.355555555555556,unit-test-stg_carrier_invoices__dpd_lt,main,vgo_finance,,,1,1,0,jsakalyte,3,4,4,0,44,3,41,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5901,False
vinted/dataverse-vintedgo-dbt,5900,chore: unit test stg_carrier_invoices__dpd_de,38,unit test stg_carrier_invoices__dpd_de,jeremychia,MERGED,2025-10-20T04:59:00Z,2025-10-20T14:02:38Z,2025-10-20T14:02:38Z,9.060555555555556,unit-test-stg_carrier_invoices__dpd_de,main,vgo_finance,,,1,1,0,jsakalyte,3,2,4,0,46,3,43,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5900,False
vinted/dataverse-vintedgo-dbt,5899,chore: unit test stg_carrier_invoices__dpd_cz,38,unit test stg_carrier_invoices__dpd_cz,jeremychia,MERGED,2025-10-20T04:54:27Z,2025-10-20T15:45:40Z,2025-10-20T15:45:40Z,10.85361111111111,unit-test-stg_carrier_invoices__dpd_cz,main,vgo_finance,,,1,1,0,jsakalyte,3,4,4,0,50,3,47,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5899,False
